ASV_10	GQ264227.1.1470_Chthoniobacter	93.676	253	16	0	1	253	488	740	6.47e-105	379
ASV_1004	DQ640655.1.1400_Gemmatimonas	90.157	254	24	1	1	253	471	724	6.61e-90	329
ASV_101	FPLP01006718.2.1449_Stella	92.885	253	18	0	1	253	473	725	1.40e-101	368
ASV_1010	136286_Polaribacter	97.628	253	6	0	1	253	542	794	1.36e-121	435
ASV_1016	KT748615.1.1541_Woeseia	93.701	254	13	3	1	253	525	776	2.33e-104	377
ASV_1018	EU700180.1.1507_Woeseia	95.652	253	11	0	1	253	525	777	2.97e-113	407
ASV_102	136399_Deinococcus	95.257	253	12	0	1	253	478	730	2.29e-114	411
ASV_1021	LN573267.1.1354_Nocardioides	98.425	254	3	1	1	253	482	735	6.29e-125	446
ASV_1026	AF084510.1.1357_Blastochloris	96.457	254	8	1	1	254	385	637	1.38e-116	418
ASV_1033	FPLS01008345.13.1518_Niastella	96.838	253	8	0	1	253	525	777	2.95e-118	424
ASV_1038	LN567869.1.1360_Gemmatimonas	87.597	258	24	8	1	253	484	738	8.67e-79	292
ASV_1042	JF265786.1.1363_Nitrospira	85.944	249	35	0	2	250	488	736	5.25e-71	267
ASV_1045	102892_Vogesella	97.628	253	6	0	1	253	520	772	1.36e-121	435
ASV_1046	EU804050.1.1503_Dinghuibacter	92.490	253	19	0	1	253	525	777	6.51e-100	363
ASV_105	88876_Mycobacterium	98.419	253	4	0	1	253	488	740	6.29e-125	446
ASV_1062	EU445232.1.1554_Haliangium	98.419	253	4	0	1	253	541	793	6.29e-125	446
ASV_1064	JQ085862.1.1483_Actinoallomurus	96.047	253	10	0	1	253	498	750	6.38e-115	412
ASV_107	136286_Polaribacter	96.838	253	8	0	1	253	542	794	2.95e-118	424
ASV_1071	101372_Anaerobranca	86.770	257	26	7	1	253	488	740	6.75e-75	279
ASV_108	100307_Leucobacter	98.814	253	3	0	1	253	503	755	1.35e-126	451
ASV_1080	HG528987.1.1249_Methylocapsa	98.419	253	4	0	1	253	421	673	6.29e-125	446
ASV_109	JF265786.1.1363_Nitrospira	93.333	255	13	4	1	253	487	739	3.01e-103	374
ASV_1093	104172_Chthonomonas	96.047	253	10	0	1	253	528	780	6.38e-115	412
ASV_1094	FPLL01006304.13.1517_Gemmatimonas	98.814	253	3	0	1	253	504	756	1.35e-126	451
ASV_1099	KU060874.1.1464_Streptomyces	89.804	255	21	5	2	254	482	733	1.11e-87	322
ASV_110	GQ402801.1.1483_Chthoniobacter	92.520	254	17	2	1	253	517	769	6.51e-100	363
ASV_1103	KF781557.1.1509_Corallococcus	95.257	253	12	0	1	253	534	786	1.38e-111	401
ASV_1107	AY963347.1.1422_Acidipila	92.095	253	20	0	1	253	464	716	3.03e-98	357
ASV_1108	89599_Diplorickettsia	98.024	253	5	0	1	253	493	745	2.92e-123	440
ASV_1117	EF613000.1.1317_Acidiphilium	91.765	255	17	4	1	253	441	693	1.41e-96	351
ASV_1123	136286_Polaribacter	96.047	253	10	0	1	253	542	794	6.38e-115	412
ASV_113	89144_Paenibacillus	97.628	253	6	0	1	253	490	742	1.36e-121	435
ASV_1132	DQ438999.1.1269_Azospirillum	91.339	254	20	2	1	253	328	580	6.56e-95	346
ASV_1137	103287_Bacillus	90.476	252	24	0	2	253	482	733	5.11e-91	333
ASV_114	FPLS01007662.8.1556_Pedosphaera	92.490	253	19	0	1	253	543	795	6.51e-100	363
ASV_1147	KF730279.1.1417_Acidiphilium	96.443	253	9	0	1	253	456	708	1.37e-116	418
ASV_1149	89599_Diplorickettsia	98.814	253	3	0	1	253	493	745	1.35e-126	451
ASV_115	HM445320.1.1448_Hyphomicrobium	96.047	253	10	0	1	253	470	722	6.38e-115	412
ASV_1157	KY190698.1.1476_Luteitalea	88.235	255	26	4	1	253	517	769	1.44e-81	302
ASV_1169	KY117513.1.1449_Labrys	100.000	253	0	0	1	253	469	721	1.34e-131	468
ASV_117	104326_Limisphaera	93.676	253	16	0	1	253	521	773	6.47e-105	379
ASV_118	GQ402805.1.1416_Bryobacter	93.701	254	14	2	1	253	462	714	6.47e-105	379
ASV_119	FPLP01006718.2.1449_Stella	92.885	253	18	0	1	253	473	725	1.40e-101	368
ASV_1195	JQ085862.1.1483_Actinoallomurus	95.635	252	11	0	2	253	499	750	1.07e-112	405
ASV_120	136399_Deinococcus	96.443	253	9	0	1	253	478	730	2.28e-119	427
ASV_121	113054_Planctomicrobium	94.071	253	15	0	1	253	491	743	1.39e-106	385
ASV_1211	GQ402801.1.1483_Chthoniobacter	93.281	253	17	0	1	253	517	769	3.01e-103	374
ASV_1213	142305_Mycobacterium	83.740	246	35	5	7	250	513	755	2.48e-59	228
ASV_1219	EU592519.1.1216_Gemmatimonas	88.327	257	22	8	1	253	433	685	1.44e-81	302
ASV_1220	136286_Polaribacter	88.627	255	25	4	1	253	542	794	3.10e-83	307
ASV_1222	FJ802380.1.1235_Bradyrhizobium	99.605	253	1	0	1	253	472	724	6.24e-130	462
ASV_123	FPLP01006718.2.1449_Stella	91.700	253	21	0	1	253	473	725	1.41e-96	351
