read0	RXN-7700
read1	RXN-5424
read2	RXN-13198
read3	RXN-10911
read4	RXN66-478
read5	ALCOHOL-DEHYDROG-GENERIC-RXN
read6	RXN-10781
read7	RXN-7693
read8	RXN-10915
read9	RXN-12448
read10	RXN-7657
read11	ALCOHOL-DEHYDROG-RXN
read12	RXN3O-4113
read13	RXN-7694
read14	RXN-7706
read15	RXN-9556
read16	RXN-16622
read17	RXN1G-469
read18	RXN1G-349
read19	RXN-9633
read20	RXN-11476
read21	RXN-9518
read22	RXN-16626
read23	RXN-9514
read24	RXN-10655
read25	RXN-13008
read26	RXN-9532
read27	RXN-9528
read28	RXN-16616
read29	RXN1G-157
read30	RXN-11480
read31	RXN-9524
read32	RXN-16630
read33	RXN1G-508
read34	RXN-9536
read35	RXN-10659
read36	3-OXOACYL-ACP-REDUCT-RXN
read37	RXN0-2142
read38	RXN-9552
read39	RXN-10060
read40	RXN-9540
read41	L-IDITOL-2-DEHYDROGENASE-RXN
read42	RXN-7644
read43	3-HYDROXYBUTYRYL-COA-DEHYDROGENASE-RXN
read44	RIBOFLAVINSYNREDUC-RXN
read45	IMP-DEHYDROG-RXN
read46	RXN-8001
read47	SHIKIMATE-5-DEHYDROGENASE-RXN
read48	DXPREDISOM-RXN
read49	HOMOSERDEHYDROG-RXN
read50	RXN-3341
read51	RXN-14819
read52	MALATE-DEH-RXN
read53	ISOCITDEH-RXN
read54	RXN-9952
read55	GLUCOSE-1-DEHYDROGENASE-RXN
read56	GLU6PDEHYDROG-RXN
read57	GLUCONATE-5-DEHYDROGENASE-RXN
read58	RXN-13158
read59	RXNQT-4178
read60	RXNQT-4174
read61	RXNQT-4171
read62	RXNQT-4168
read63	RXNQT-4165
read64	RXN-14986
read65	ACETOOHBUTREDUCTOISOM-RXN
read66	ACETOLACTREDUCTOISOM-RXN
read67	GLYC3PDEHYDROGBIOSYN-RXN
read68	PGLYCDEHYDROG-RXN
read69	GLYC3PDEHYDROG-RXN
read70	RXN-15740
read71	RXN-15745
read72	RXN0-5258-Yeast
read73	RXN0-5260
read74	RXNI-3
