read0	RXN-9556
read1	RXN-16622
read2	RXN1G-469
read3	RXN1G-349
read4	RXN-9633
read5	RXN-11476
read6	RXN-9518
read7	RXN-16626
read8	RXN-9514
read9	RXN-10655
read10	RXN-13008
read11	RXN-9532
read12	RXN-9528
read13	RXN-16616
read14	RXN1G-157
read15	RXN-11480
read16	RXN-9524
read17	RXN-16630
read18	RXN1G-508
read19	RXN-9536
read20	RXN-10659
read21	3-OXOACYL-ACP-REDUCT-RXN
read22	RXN0-2142
read23	RXN-9552
read24	RXN-10060
read25	RXN-9540
read26	DTDPDEHYRHAMREDUCT-RXN
read27	3-HYDROXYBUTYRYL-COA-DEHYDROGENASE-RXN
read28	RIBOFLAVINSYNREDUC-RXN
read29	IMP-DEHYDROG-RXN
read30	UGD-RXN
read31	RXN-8001
read32	SHIKIMATE-5-DEHYDROGENASE-RXN
read33	RXN-13179
read34	DLACTDEHYDROGNAD-RXN
read35	HOMOSERDEHYDROG-RXN
read36	RXN-16133
read37	RXN-10698
read38	RXN-17781
read39	RXN-11245
read40	RXN-17794
read41	RXN-12705
read42	RXN-12570
read43	OHACYL-COA-DEHYDROG-RXN
read44	RXN-19803
read45	RXN0-2044
read46	RXN-10702
read47	RXN-12750
read48	RXN-17798
read49	RXN-10703
read50	RXN-17786
read51	RXN-12490
read52	RXN-17777
read53	RXN-11662
read54	RXN-17790
read55	MALATE-DEH-RXN
read56	MALIC-NADP-RXN
read57	ISOCITDEH-RXN
read58	ALTRO-OXIDOREDUCT-RXN
read59	RXN-13158
read60	RXNQT-4178
read61	RXNQT-4174
read62	RXNQT-4171
read63	RXNQT-4168
read64	RXNQT-4165
read65	RXN-14986
read66	ACETOOHBUTREDUCTOISOM-RXN
read67	ACETOLACTREDUCTOISOM-RXN
read68	GLYC3PDEHYDROGBIOSYN-RXN
read69	PGLYCDEHYDROG-RXN
read70	RXNI-3
read71	MALATE-DEHYDROGENASE-ACCEPTOR-RXN
read72	1.11.1.15-RXN
read73	CYTOCHROME-C-PEROXIDASE-RXN
read74	RXN66-1
read75	RXN-14189
read76	CATAL-RXN
read77	GLUTATHIONE-PEROXIDASE-RXN
read78	RXN-8665
read79	4-HYDROXYPHENYLPYRUVATE-DIOXYGENASE-RXN
read80	RXN-10815
read81	HOMOGENTISATE-12-DIOXYGENASE-RXN
read82	1.13.11.6-RXN
read83	RXN-16322
read84	2-NITROPROPANE-DIOXYGENASE-RXN
read85	KYNURENINE-3-MONOOXYGENASE-RXN
read86	RXN-8389
read87	RXN-7903
read88	RXN-13426
read89	RXN-16065
read90	1.14.19.3-RXN
read91	RXN-16132
read92	RXN-17112
read93	SUPEROX-DISMUT-RXN
read94	RXN-15294
read95	RXN-14014
read96	ADPREDUCT-RXN
read97	RXN0-747
read98	RIBONUCLEOSIDE-DIP-REDUCTII-RXN
read99	RXN0-748
read100	UDPREDUCT-RXN
read101	CDPREDUCT-RXN
read102	RIBONUCLEOSIDE-DIP-REDUCTI-RXN
read103	GDPREDUCT-RXN
read104	RXN0-722
read105	RXN-12104
read106	ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN
read107	GAPOXNPHOSPHN-RXN
read108	RXN-17808
read109	RXN66-3
read110	RXN-16655
read111	RXN-14224
read112	RXN-37
read113	RXN6666-5
read114	RXN-9758
read115	RXN-10780
read116	RXN-10917
read117	R222-RXN
read118	RXN-16656
read119	RXN-14225
read120	RXN-3443
read121	RXN-16653
read122	RXN-10715
read123	RXN-10089
read124	RXN-10912
read125	RXN-4142
read126	RXN66-479
read127	RXN66-476
read128	RXN-14280
read129	RXN-16654
read130	RXN66-472
read131	ALDHDEHYDROG-RXN
read132	N-ACETYLGLUTPREDUCT-RXN
read133	RXN-15006
read134	GLUTSEMIALDEHYDROG-RXN
read135	GLUTRNAREDUCT-RXN
read136	RXN-14116
read137	RXN0-1134
read138	2OXOGLUTDECARB-RXN
read139	KETOISOCAPROATE-RXN
read140	METHYLVALERATE-RXN
read141	1.2.4.4-RXN
read142	PREPHENATEDEHYDROG-RXN
read143	RXN1G-488
read144	RXN-10657
read145	RXN-11482
read146	RXN-16632
read147	RXN-9663
read148	RXN-9660
read149	RXN-10661
read150	RXN0-2145
read151	RXN-9657
read152	RXN-16620
read153	RXN1G-395
read154	RXN-10062
read155	RXN1G-526
read156	RXN-9661
read157	RXN-9658
read158	RXN-16624
read159	RXN-9558
read160	ENOYL-ACP-REDUCT-NADH-RXN
read161	RXN-9635
read162	RXN-11478
read163	RXN-9662
read164	RXN-16628
read165	RXN-9659
read166	UDPNACETYLMURAMATEDEHYDROG-RXN
read167	RXN0-1461
read168	RXN-15378
read169	SUCCINATE-DEHYDROGENASE-UBIQUINONE-RXN
read170	SUCCINATE-DEHYDROGENASE-UBIQUINONE6-RXN
