read0	RXN-9556
read1	RXN-16622
read2	RXN1G-469
read3	RXN1G-349
read4	RXN-9633
read5	RXN-11476
read6	RXN-9518
read7	RXN-16626
read8	RXN-9514
read9	RXN-10655
read10	RXN-13008
read11	RXN-9532
read12	RXN-9528
read13	RXN-16616
read14	RXN1G-157
read15	RXN-11480
read16	RXN-9524
read17	RXN-16630
read18	RXN1G-508
read19	RXN-9536
read20	RXN-10659
read21	3-OXOACYL-ACP-REDUCT-RXN
read22	RXN0-2142
read23	RXN-9552
read24	RXN-10060
read25	RXN-9540
read26	DTDPDEHYRHAMREDUCT-RXN
read27	L-IDITOL-2-DEHYDROGENASE-RXN
read28	RXN-7644
read29	RIBOFLAVINSYNREDUC-RXN
read30	IMP-DEHYDROG-RXN
read31	UGD-RXN
read32	RXN-8001
read33	SHIKIMATE-5-DEHYDROGENASE-RXN
read34	RXN-13179
read35	DXPREDISOM-RXN
read36	HOMOSERDEHYDROG-RXN
read37	MALATE-DEH-RXN
read38	RXN-13158
read39	RXNQT-4178
read40	RXNQT-4174
read41	RXNQT-4171
read42	RXNQT-4168
read43	RXNQT-4165
read44	RXN-14986
read45	ACETOOHBUTREDUCTOISOM-RXN
read46	ACETOLACTREDUCTOISOM-RXN
read47	GLYC3PDEHYDROGBIOSYN-RXN
read48	PGLYCDEHYDROG-RXN
read49	1.11.1.15-RXN
read50	CYTOCHROME-C-PEROXIDASE-RXN
read51	SUPEROX-DISMUT-RXN
read52	RXN-14014
read53	ADPREDUCT-RXN
read54	RXN0-747
read55	RIBONUCLEOSIDE-DIP-REDUCTII-RXN
read56	RXN0-748
read57	UDPREDUCT-RXN
read58	CDPREDUCT-RXN
read59	RIBONUCLEOSIDE-DIP-REDUCTI-RXN
read60	GDPREDUCT-RXN
read61	RXN0-722
read62	RXN0-882
read63	RXN-15878
read64	ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN
read65	GAPOXNPHOSPHN-RXN
read66	N-ACETYLGLUTPREDUCT-RXN
read67	RXN-15006
read68	GLUTSEMIALDEHYDROG-RXN
read69	GLUTRNAREDUCT-RXN
read70	PREPHENATEDEHYDROG-RXN
read71	UDPNACETYLMURAMATEDEHYDROG-RXN
read72	ALANINE-DEHYDROGENASE-RXN
read73	GLUTAMATESYN-RXN
read74	GLUTAMATE-SYNTHASE-NADH-RXN
read75	RXN66-546
read76	PYRROLINECARBREDUCT-RXN
read77	METHYLENETHFDEHYDROG-NADP-RXN
read78	NQOR-RXN
read79	RXN-19671
read80	RXN-12303
read81	NADH-DEHYDROGENASE-RXN
read82	RXN-13854
read83	RXN-7719
read84	RXN0-1132
read85	RXN-8629
read86	1.8.1.4-RXN
read87	RXN-7716
read88	THIOREDOXIN-REDUCT-NADPH-RXN
read89	RXN-11944
read90	RXN-17803
read91	RXN-17805
read92	HYDROGENSULFITE-REDUCTASE-RXN
read93	RXN-13403
read94	RXN-9220
read95	RXN-9366
read96	RXN-11046
read97	RXN-9363
read98	RXN-9205
read99	RXN-19667
read100	RXN-9361
read101	RXN-14177
read102	RXN-9362
read103	RXN-9191
read104	ADOMET-DMK-METHYLTRANSFER-RXN
read105	RXN-11578
read106	RXN-11633
read107	RXN-11588
read108	RXN-11601
read109	RXN-11586
read110	RXN-11598
read111	RXN-11637
read112	RXN-11638
read113	RXN-11754
read114	RXN3O-54
read115	RXN-9235
read116	RXN-9242
read117	RXN-14296
read118	RXN-9227
read119	2-OCTAPRENYL-METHOXY-BENZOQ-METH-RXN
read120	RXN-12480
read121	RXN-12458
read122	RXN-14517
read123	RXN-14992
read124	2.1.1.63-RXN
read125	RXN-17824
read126	2.1.1.72-RXN
read127	2.1.1.77-RXN
read128	CHER-RXN
read129	GLYOHMETRANS-RXN
read130	RXN-15635
read131	3-CH3-2-OXOBUTANOATE-OH-CH3-XFER-RXN
read132	GART-RXN
read133	AICARTRANSFORM-RXN
read134	METHIONYL-TRNA-FORMYLTRANSFERASE-RXN
read135	ASPCARBTRANS-RXN
read136	RXN-8348
read137	1TRANSKETO-RXN
read138	2TRANSKETO-RXN
read139	TRANSALDOL-RXN
read140	ACETOOHBUTSYN-RXN
read141	ACETOLACTSYN-RXN
read142	DXS-RXN
read143	RXN0-6948
read144	N-ACETYLTRANSFER-RXN
read145	UDPNACETYLGLUCOSAMACYLTRANS-RXN
read146	RXN-17018
read147	RXN-17016
read148	RXN-17017
read149	RXN-10462
read150	RXN-15045
read151	RXN-13805
read152	RXN-16117
read153	RXN-16024
read154	RXN-1381
read155	2.3.1.179-RXN
read156	RXN-8391
read157	2.3.1.180-RXN
read158	UDPHYDROXYMYRGLUCOSAMNACETYLTRANS-RXN
read159	RXN-14570
read160	LAUROYLACYLTRAN-RXN
read161	AKBLIG-RXN
